affiliate,local,aff_state,aff_council,aff_local,aff_chapter,aff_name,Industry,Jurisdiction,Employer,Function,single_ocptn,Org_type
C93,1700,MA,93,1700,,Hanover Town School Committee Teacher Paraprofessionals/Van Drivers,K-12 Schools,City,School Committee,Daily Operations,Paraprofessionals,Public
C87,2553,PA,87,2553,A-1,"Hanover Township Clerical, Road And Sewer",Utilities & Infrastructure,Township,Township,Infrastructure,Multiple,Public
C87,2553,PA,87,2553,A-2,Hanover Township Firefighters And Maintenance,Emergency Services,Township,Township,Security & Public Safety,Firefighters,Public
C93,1700,MA,93,1700,,Hanson Board Of Water Commissioners,Utilities & Infrastructure,City,Board,Water Treatment,Water And Sewer Workers,Public
C93,1700,MA,93,1700,,Hanson City Dispatchers,Emergency Services,City,City Government,Security & Public Safety,Dispatchers,Public
C93,1700,MA,93,1700,,Hanson Town Clerical Unit,Public Administration,Town,Town,Clerical/Admin,Clerical Employees,Public
C93,1700,MA,93,1700,,Hanson Town Highway,Utilities & Infrastructure,Town,Town,Public Works,Highway Employees,Public
C25,1518,MI,25,1518,14,Harbor Beach City Department Of Public Works,Utilities & Infrastructure,City,Department,Public Works,Blue Collar,Public
C8,3391,OH,8,3391,,Hardin County And Family Services,Human Services,County,County Government,Job And Family Services,Multiple,Public
L4,22,OH,,4,22,Hardin Northern Local School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C93,2413,VT,93,2413,,Hardwick Town Department Of Public Works,Utilities & Infrastructure,Town,Department,Public Works,Multiple,Public
C67,2471,MD,67,2471,,Harford County School Board,K-12 Schools,County,County School Board,Daily Operations,Blue Collar,Public
C61,1722,IA,61,1722,,Buchanan County,Public Administration,County,County Government,Daily Operations,Multiple,Public
L251,,NE,,251,,Harlan County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C61,1722,IA,61,1722,,Buchanan County Secondary Road Unit,Utilities & Infrastructure,County,County Government,Public Works,Highway Employees,Public
C83,2447,PA,83,2447,,Harmony Area School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C75,3036,OR,75,3036,,Harney County 911 Dispatchers,Emergency Services,County,County Government,Security & Public Safety,Dispatchers,Public
C25,1228,MI,25,1228,,Harper Woods City School District Custodians / Bus Drivers,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C25,1884,MI,25,1884,18,Harper Woods Public Schools Secretaries,K-12 Schools,City,School District,Clerical/Admin,Secretaries,Public
C25,1285,MI,25,1285,,Harper-Hutzel D/B/A Madison Behavioral Health Services,Health Care,Single Entity,Hospital,Health,Multiple,Private Or Indp Entity
C90,521,PA,90,521,A,Harrisburg City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C90,2716,PA,90,2716,,Harrisburg Housing Authority,Public Administration,City,Housing Authority,Housing,Multiple,Public
C90,521,PA,90,521,B,Harrisburg Parking Authority,Law Enforcement,City,Parking Authority,Security & Public Safety,Multiple,Public
C90,2063,PA,90,2063,,Harrisburg School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,860,NY,,1000,860,Harrison Central School District Non-Teaching Personnel,K-12 Schools,City,School District,Daily Operations,Multiple,Public
L1000,860,NY,,1000,860,Harrison Central School District Teacher/School Aides And Teaching Assistants Unit,K-12 Schools,City,School District,Knowledge Enrichment,Teachers,Public
C25,1594,MI,25,1594,,Harrison Charter Township,Utilities & Infrastructure,Township,Township,Public Works,Multiple,Public
C25,1103,MI,25,1103,14,Harrison Charter Township,Public Administration,Township,Township,Daily Operations,Multiple,Public
L4,781,OH,,4,781,Harrison County Board Of Mental Retardation And Developmental Disabilities,Health Care,County,County Government,Mental Health,Blue Collar,Public
C8,3722,OH,8,3722,,Harrison County Department Of Job And Family Services,Human Services,County,Department,Job And Family Services,Multiple,Public
C61,1741,IA,61,1741,,Akron City,Utilities & Infrastructure,City,City Government,Public Works,Multiple,Public
C61,1741,IA,61,1741,1,Orange City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L4,507,OH,,4,507,Harrison Hills City Schools,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,860,NY,,1000,860,Harrison Town,Utilities & Infrastructure,Town,Town,Public Works,Multiple,Public
L1000,860,NY,,1000,860,Harrison Town Crossing Guards Unit,Law Enforcement,Town,Town,Security & Public Safety,Crossing Guards,Public
C84,238,PA,84,238,D,Harrison Township,Public Administration,Township,Township,Daily Operations,Blue Collar,Public
C25,1917,MI,25,1917,,Harrison Township Supervisors,Public Administration,Township,Township,Professional,Supervisors,Public
C4,566,CT,4,566,,Hartford Board Of Education Blue Collar,K-12 Schools,City,Board Of Education,Custodial And Maintenance,Blue Collar,Public
C4,818,CT,4,818,23,Hartford Board Of Education Buildings And Grounds Supervisors,K-12 Schools,City,Board Of Education,Buildings And Grounds,Supervisors,Public
C25,2628,MI,25,2628,1,Hartford City,Utilities & Infrastructure,City,City Government,Public Works,Blue Collar,Public
C40,1432,WI,40,1432,,Hartford City Department Of Public Works Recreation And Water Utility,Utilities & Infrastructure,City,Department,Public Works,Blue Collar,Public
C40,1432,WI,40,1432,B,Hartford City Hall Library Recreation And Transportation,Public Administration,City,City Government,Daily Operations,Multiple,Public
C4,818,CT,4,818,17,Hartford City Housing Authority Supervisors,Human Services,City,Housing Authority,Professional,Supervisors,Public
C40,1432,WI,40,1432,,Hartford City Police,Law Enforcement,City,City Government,Security & Public Safety,Multiple,Public
C67,1802,MD,67,1802,,Hartford County,Public Administration,County,County Government,Daily Operations,Blue Collar,Public
C67,2471,MD,67,2471,,Hartford County Board Of Education,K-12 Schools,County,Board Of Education,Knowledge Enrichment,Multiple,Public
C4,3713,CT,4,3713,,Hartford Metropolitan District,Public Administration,Regional,City Government,Daily Operations,Multiple,Public
C4,1716,CT,4,1716,,Hartford Public Library,Public Administration,City,Library,Knowledge Enrichment,Library Workers,Public
C93,3797,VT,93,3797,,Hartford Town Police Chapter,Law Enforcement,Town,Town,Security & Public Safety,Multiple,Public
C93,3797,VT,93,3797,,Hartford Town Public Works,Utilities & Infrastructure,Town,Town,Public Works,Blue Collar,Public
C40,3833,WI,40,3833,,Hartland/Lakeside School District Joint School District No. 3,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C93,1703,MA,93,1703,,Harvard Town Dispatchers,Emergency Services,Town,Town,Security & Public Safety,Dispatchers,Public
C93,1703,MA,93,1703,,Harvard Town Public Works,Utilities & Infrastructure,Town,Town,Public Works,Blue Collar,Public
C93,3650,MA,93,3650,,Harvard University And Harvard Union Of Clerical And Technical Workers,Higher Education,Single Entity,University,Daily Operations,Multiple,Private Or Indp Entity
C31,2404,IL,31,2404,,Harvey City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C31,2404,IL,31,2404,,Harvey City Police Sergeants,Law Enforcement,City,City Government,Security & Public Safety,Sergeants,Public
C4,1303,CT,4,1303,335,Harwinton Town Hall And Library Employees,Public Administration,Town,Library,Knowledge Enrichment,Library Workers,Public
C4,1303,CT,4,1303,95,Harwinton Town Highway Department,Utilities & Infrastructure,Town,Department,Public Works,Highway Employees,Public
C31,2949,IL,31,2949,,Harwood Heights Village,Public Administration,Village,Village,Daily Operations,Multiple,Public
C25,1910,MI,25,1910,8,Hastings City,Utilities & Infrastructure,City,City Government,Public Works,Blue Collar,Public
L1000,860,NY,,1000,860,Hastings-On-Hudson Union Free School District,K-12 Schools,City,School District,Buildings And Grounds,Custodians,Public
L1000,860,NY,,1000,860,Hastings-On-Hudson Union Free School District Office And Auxiliary Personnel,K-12 Schools,City,School District,Clerical/Admin,Multiple,Public
C88,317,PA,88,317,A,Hatfield Township Municipal Authority,Utilities & Infrastructure,Municipality,Public Authority,Public Works,Multiple,Public
L1000,844,NY,,1000,844,Haverstraw Village,Law Enforcement,Village,Village,Daily Operations,Multiple,Public
L1000,844,NY,,1000,844,Haverstraw-Stony Point Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C9,336,MT,9,336,,Havre City Public Works Unit,Utilities & Infrastructure,City,City Government,Public Works,Blue Collar,Public
C36,3624,CA,36,3624,,Hawaii Gardens City Rank And File,Public Administration,City,City Government,Daily Operations,Multiple,Public
L646,,HI,,646,,Hawaii Island United Way,Human Services,State,Non-Profit,Health,Clerical Employees,Private Or Indp Entity
L646,,HI,,646,,Hawaii State Unit 1 Blue Collar Non-Supervisory,Public Administration,State,Various,Daily Operations,Non-Supervisory Employees,Public
L646,,HI,,646,,Hawaii State Unit 10 Institutional Health And Correctional Unit,Corrections,State,State Government,Adult Detention,Multiple,Public
L152,,HI,,152,,Hawaii State Unit 13 Professional And Scientific,Public Administration,State,State Government,Knowledge Enrichment,Professional,Public
L152,,HI,,152,,Hawaii State Unit 2 Blue Collar Supervisors,Public Administration,State,State Government,Buildings And Grounds,Supervisors,Public
L152,,HI,,152,,"Hawaii State Unit 3 White Collar, Non-Supervisory",Public Administration,State,Various,Professional,Non-Supervisory Employees,Public
L152,,HI,,152,,Hawaii State Unit 4 White Collar Supervisors,Public Administration,State,Various,Professional,Supervisors,Public
L152,,HI,,152,,Hawaii State Unit 6 Board Of Education Educational Officers,K-12 Schools,State,Board Of Education,Institutional Operations,Educators,Public
L152,,HI,,152,,Hawaii State Unit 8 University Of Hawaii Administrative Professional And Technical,Higher Education,Single Entity,University,Clerical/Admin,Multiple,Public
L152,,HI,,152,,Hawaii State Unit 9 Registered Nurses,Health Care,State,State Government,Health,Nurses,Public
C36,3624,CA,36,3624,,Hawaiian Gardens City Supervisors,Public Administration,City,City Government,Daily Operations,Supervisors,Public
C61,1741,IA,61,1741,,"Osceola County Sheriff'S Deputies, Dispatcher/Jailers And Secretaries",Law Enforcement,County,County Government,Security & Public Safety,Multiple,Public
C25,998,MI,25,998,13,Hazel Park City Clerical Unit,Public Administration,City,City Government,Clerical/Admin,Clerical Employees,Public
C25,1917,MI,25,1917,32,Hazel Park City Park Supervisors,Public Administration,City,City Government,Professional,Supervisors,Public
C25,271,MI,25,271,,Hazel Park School Board Maintenance And Food And Transportation,K-12 Schools,City,Board Of Education,Daily Operations,Blue Collar,Public
C1707,95,NY,1707,95,,"Head Start And Early Head Start Programs Of Northside Center For Child Development, Inc.",Early Childhood Education,Single Entity,Head Start,Knowledge Enrichment,Multiple,Private Or Indp Entity
C1707,389,NY,1707,389,,Health Acquisition Corp Dba Allen Health Care Services Home Care Aides,Home Care,Single Entity,Home Care Provider,Convalescence/Old Aged Care,Home Care Aides,Private Or Indp Entity
C962,2065,IN,962,2065,,Health And Hospital Corporation Of Marion County Dba/Wishard Health Services,Health Care,County,Hospital,Health,Multiple,Private Or Indp Entity
C87,942,PA,87,942,C,"Health Care Services Group, Inc.",Health Care,Single Entity,Health Center,Health,Multiple,Private Or Indp Entity
C31,9954,IL,31,9954,,Health Professionals Ltd Corrections Healthcare,Corrections,Single Entity,Incarceration Facility,Health,Multiple,Private Or Indp Entity
L1000,316,NY,,1000,316,Health Research Incorporated,Higher Education,Single Entity,Association,Knowledge Enrichment,Multiple,Private Or Indp Entity
C25,625,MI,25,625,3,Health Services Group (At Tendercare Health Center Munising),Health Care,Single Entity,Retirement Home,Nursing Home,Multiple,Private Or Indp Entity
C25,933,MI,25,933,4,Health Source Saginaw Lpns,Health Care,City,Health Center,Rehabilitation,Nurses,Private Or Indp Entity
C25,933,MI,25,933,5,Health Source Saginaw Plant Operations,Health Care,City,Health Center,Technical/It,Maintenance,Private Or Indp Entity
C65,1119,MN,65,1119,,Healthline Llc Greenview,Health Care,Single Entity,Health Center,Health,Multiple,Private Or Indp Entity
C25,933,MI,25,933,3,Healthsource Saginaw Mental Health/Social Work,Health Care,City,Health Center,Rehabilitation,Technicians,Private Or Indp Entity
C25,933,MI,25,933,1,Healthsource -Saginaw Non Professional Unit,Health Care,City,Health Center,Rehabilitation,Multiple,Private Or Indp Entity
C40,130,WI,40,130,B,Heart Of The Valley Metropolitan Sewerage District,Utilities & Infrastructure,City,Sewer District,Water Treatment,Water And Sewer Workers,Public
C65,3444,MN,65,3444,,Heartland Community Action Agency Inc. Head Start,Early Childhood Education,Single Entity,Head Start,Knowledge Enrichment,Multiple,Private Or Indp Entity
C31,3494,IL,31,3494,,Heartland Human Services,Human Services,Single Entity,Non-Profit,Social Services,Multiple,Private Or Indp Entity
C8,3439,OH,8,3439,,Heath City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C4,1303,CT,4,1303,217,Hebron Town Hall Employees Clerical,Public Administration,Town,Town Hall,Clerical/Admin,Clerical Employees,Public
C4,1303,CT,4,1303,372,Hebron Town Public Works,Utilities & Infrastructure,Town,Town,Public Works,Blue Collar,Public
C4,818,CT,4,818,57,Hebron Town Supervisors,Public Administration,Town,Town,Professional,Supervisors,Public
C9,2774,MT,9,2774,,Helena School District No.1,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
L1000,882,NY,,1000,882,Hempstead Sanitary District #1,Utilities & Infrastructure,District,Sanitation Authority,Sanitation,Blue Collar,Public
L1000,882,NY,,1000,882,Hempstead Sanitary District #2 Unit 1,Utilities & Infrastructure,District,Sanitation Authority,Sanitation,Blue Collar,Public
L1000,882,NY,,1000,882,Hempstead Sanitary District #3 Recycling,Utilities & Infrastructure,District,Sanitation Authority,Sanitation,Recycling Workers,Public
